1.1760319,3.2820738,5.2012913
1.1839938,3.0823636,5.1079284
1.1944407,2.8823889,5.0126141
1.2074362,2.6832674,4.9114544
1.2231321,2.4838555,4.8076343
1.2415627,2.2847186,4.6997634
1.2627800,2.0860567,4.5874366
1.2869498,1.8874215,4.4731375
1.3141641,1.6894644,4.3552503
1.3447281,1.4918625,4.2361971
1.3789796,1.2948517,4.1161143
1.4173513,1.0986867,3.9961011
1.4604274,0.9034396,3.8766832
1.5088223,0.7094741,3.7588889
1.5632492,0.5171470,3.7155189
1.6244108,0.3268752,3.5302388
