1.6489787,0.3304509,2.0740329
1.7195559,0.1432145,2.0067617
1.7975488,-0.0410395,1.9402815
1.8836455,-0.2213559,1.8751321
1.9791319,-0.3977808,1.8131615
2.0837133,-0.5675761,1.7534709
2.1990061,-0.7314045,1.6994899
2.3249720,-0.8874991,1.6512358
2.4601238,-1.0334941,1.6081111
2.6055237,-1.1705160,1.5736687
2.7600867,-1.2975230,1.5395132
2.9222574,-1.4126001,1.5043212
3.0930029,-1.5156577,1.4670705
3.2717676,-1.6049750,1.4257590
3.4570597,-1.6773448,1.4289331
3.6492005,-1.7323038,1.4385037
3.8467519,-1.7695014,1.4469569
4.0444869,-1.7889176,1.4702099
4.2443173,-1.7925322,1.5206253
4.4451885,-1.7833724,1.5947024
4.6433271,-1.7657602,1.6754375
4.8423001,-1.7416983,1.7566059
5.0402756,-1.7128966,1.8382493
5.2376494,-1.6805420,1.9197772
5.4347575,-1.6457156,2.0010718
5.6314690,-1.6094774,2.0795154
5.8280930,-1.5725876,2.1170889
6.0245107,-1.5357351,2.0926479
6.2214215,-1.4992978,2.0250833
6.4177180,-1.4637312,1.9417361
6.6149456,-1.4286257,1.8511989
6.8118253,-1.3932917,1.7553064
7.0076381,-1.3559886,1.6540946
7.2038888,-1.3135187,1.5450375
7.3972278,-1.2630325,1.4410577
7.5865219,-1.2009774,1.3461983
7.7715622,-1.1230152,1.2806954
7.9466212,-1.0271043,1.2317724
8.1083071,-0.9113584,1.2013123
8.2541547,-0.7744121,1.2066218
8.3799319,-0.6192924,1.2056835
8.4833076,-0.4488162,1.2041843
8.5626580,-0.2657480,1.2067292
8.6172959,-0.0737030,1.2217969
8.6486081,0.1230234,1.2657665
8.6606282,0.3223136,1.3288558
8.6572728,0.5227775,1.4071089
8.6418453,0.7216019,1.4985818
8.6171926,0.9195517,1.5946243
8.5854688,1.1175717,1.6922082
8.5488097,1.3139862,1.7884086
8.5085656,1.5095436,1.8807736
8.4656068,1.7054744,1.9706364
8.4212111,1.9001105,2.0552261
8.3757700,2.0949695,2.1362899
8.3299040,2.2898372,2.2146129
8.2841247,2.4844618,2.2872946
8.2386691,2.6793494,2.3580383
8.1939206,2.8742049,2.4254754
8.1500652,3.0695750,2.4902775
8.1077581,3.2644700,2.5536822
8.0670148,3.4602692,2.6145682
8.0277905,3.6560974,2.6739871
7.9897652,3.8523279,2.7322478
7.9528286,4.0487675,2.7883400
7.9168777,4.2453797,2.8436217
7.8817953,4.4422039,2.8978310
7.8474867,4.6390826,2.9506639
7.8137902,4.8361552,3.0028653
7.7805789,5.0332786,3.0540612
7.7476863,5.2304378,3.0968164
7.7149215,5.4276841,3.1221226
7.6821153,5.6248559,3.0562188
7.6490409,5.8220155,2.9897214
7.6154665,6.0190950,2.9227458
7.5811332,6.2160266,2.8549189
7.5457475,6.4127787,2.7868238
7.5089967,6.6092690,2.7183492
7.4705295,6.8054456,2.6496625
7.4299678,7.0011721,2.5809925
7.3868813,7.1963683,2.5125422
7.3407896,7.3909548,2.4446534
7.2912387,7.5845876,2.3771375
7.2376087,7.7773822,2.3105466
7.1794105,7.9687925,2.2443662
7.1162200,8.1580604,2.1785949
7.0469543,8.3461964,2.1132221
6.9715268,8.5313259,2.0478062
6.8893649,8.7130168,1.9822964
6.7991222,8.8922024,1.9182617
6.7010825,9.0663776,1.8556231
6.5948572,9.2346982,1.7946324
6.4786813,9.3982455,1.7375429
6.3534758,9.5542358,1.6835968
6.2192644,9.7017349,1.6332517
6.0758569,9.8402040,1.5871734
5.9230119,9.9690993,1.5497694
5.7620699,10.0865379,1.5155801
5.5928066,10.1916764,1.4818402
5.4143447,10.2830113,1.4472176
5.2294231,10.3568475,1.4138060
5.0377404,10.4115518,1.4008393
4.8400395,10.4463660,1.3968740
